Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Main Cuisine,Cuisine Count
Damodar Seth - Bengali Cuisine,"Bengali, Chinese, North Indian, Tandoor, Thalis, Combo, Fast Food, Desserts",3.9,199,Marathahalli,Bengali,8
Sai Aruna,"Indian, Chinese, Beverages",3.9,500,Marathahalli,Indian,3
Kapoors Chaat Bhandaar,"North Indian, Chaat, Beverages, Desserts",3.8,300,Marathahalli,North Indian,4
SNACKS@49,Snacks,,100,Marathahalli,Snacks,1
House of Chaaps,"North Indian, Chinese, Punjabi, Tandoor, Combo, Fast Food",3.8,240,Marathahalli,North Indian,6
Mad Over Donuts,Desserts,,200,Marathahalli,Desserts,1
Khanna's,"North Indian, Punjabi, Tandoor",,300,Marathahalli,North Indian,3
TANDOORI DHAMAKA,"Tandoor, Indian",,300,Marathahalli,Tandoor,2
Masala Hub,"Indian, Biryani, Chinese",,500,Marathahalli,Indian,3
annapoorna andhra spices,"Indian, Biryani, Tandoor, Chinese",3.7,300,Marathahalli,Indian,4
Just Andhra,"Andhra, Desserts, Beverages",3.8,500,Marathahalli,Andhra,3
Dhaba Social,"North Indian, Punjabi, Tandoor, Chinese, Thalis",3.9,300,Marathahalli,North Indian,5
AMBUR HOT DHUM BIRIYANI,"Biryani, Indian, Fast Food",,160,Marathahalli,Biryani,3
Tea Day,"Beverages, Snacks",,150,Marathahalli,Beverages,2
Shakes N Bites,"Ice Cream, Juices",,250,Marathahalli,Ice Cream,2
Andhra Meal Company,"South Indian, Indian, Sweets",3.7,200,Marathahalli,South Indian,3
Homelike,"Home Food, North Indian, Biryani, Thalis, Beverages, Chinese, Healthy Food, Indi...",3.3,150,Marathahalli,Home Food,8
Just Shawarma,Arabian,,200,Marathahalli,Arabian,1
Romantic Time,"Beverages, Chinese, Snacks",,300,Marathahalli,Beverages,3
Sunrise Kitchen,"South Indian, North Indian, Italian-American, Fast Food, Snacks, Desserts, Bever...",,300,Marathahalli,South Indian,7
BAKE MAGIC,"Chinese, Beverages",,100,Marathahalli,Chinese,2
RR Noddles Express,Chinese,,300,Marathahalli,Chinese,1
Treat,North Indian,,400,Marathahalli,North Indian,1
Thali Cafe,"Thalis, North Indian",,300,Marathahalli,Thalis,2
OPEN HOUSE CAFE,"Beverages, Snacks, Fast Food, American",,400,Nagavara Hennur,Beverages,4
The Happy Punjabi kitchen,"North Indian, Tandoor, Combo",,600,Nagavara Hennur,North Indian,3
Sri Krishna grand veg,"South Indian, Fast Food",,200,Nagavara Hennur,South Indian,2
AL BAIK TAIBAH RESTAURANT,"Chinese, Beverages, Biryani, Tandoor",,350,Nagavara Hennur,Chinese,4
The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream, Healthy Food",,200,Nagavara Hennur,Desserts,3
BIRYANI POINT,Indian,,300,Nagavara Hennur,Indian,1
Canteen Central - Pizzas & Pastas,"Pizzas, American, Fast Food, Snacks, Desserts, Beverages, North Indian, Italian",,350,Nagavara Hennur,Pizzas,8
S V Meghana Biriyani,"Biryani, North Indian, Chinese, Beverages",,450,Nagavara Hennur,Biryani,4
LONDON DAIRY,Ice Cream,,280,Nagavara Hennur,Ice Cream,1
Kwality Walls Frozen Dessert and Ice Cream Shop,Ice Cream,,300,Nagavara Hennur,Ice Cream,1
S .VISHAL HOT CHIPS,Snacks,,200,Nagavara Hennur,Snacks,1
Saira Momos,Chinese,,100,Nagavara Hennur,Chinese,1
Day 2 NIGHT FOOD STREET,"Biryani, Combo",,299,Nagavara Hennur,Biryani,2
Cottage Loaf,"Indian, Fast Food",,200,Nagavara Hennur,Indian,2
Snacky Rolls,Snacks,,150,Nagavara Hennur,Snacks,1
Paratha Box by EatFit,"North Indian, Punjabi, Indian, Beverages, Snacks, Healthy Food",,250,Nagavara Hennur,North Indian,6
Pizza Hut,Pizzas,3.4,350,Nagavara Hennur,Pizzas,1
Kanti Sweets,Sweets,,150,Nagavara Hennur,Sweets,1
New Udupi Grand,"South Indian, Chinese, North Indian",,224,Nagavara Hennur,South Indian,3
Vijayalakshmi Veg,South Indian,,100,Nagavara Hennur,South Indian,1
SMERA PIZZERIA,"Pizzas, Snacks, Fast Food, Combo",,300,Nagavara Hennur,Pizzas,4
One for the Road,"Chinese, Continental, South Indian, North Indian, American, Desserts, Seafood",,800,Nagavara Hennur,Chinese,7
BASANT MESS,Indian,,200,Nagavara Hennur,Indian,1
Barista,"Beverages, Snacks, Desserts",,350,Nagavara Hennur,Beverages,3
Momos delight,"Chinese, Indian",,200,Nagavara Hennur,Chinese,2
RICHY'S,Indian,,500,Nagavara Hennur,Indian,1
AMYU TREATS,"Arabian, Combo",,200,Nagavara Hennur,Arabian,2
Siri Jai Bhavani Mess,"Punjabi, North Indian",,300,Nagavara Hennur,Punjabi,2
EAT N TALK,Snacks,,300,Nagavara Hennur,Snacks,1
C For Cafe,"South Indian, Snacks, Beverages, Kerala",,200,Nagavara Hennur,South Indian,4
Shabari Juice Junction,"Ice Cream, Beverages",,200,Nagavara Hennur,Ice Cream,2
BHUNAKTI HOSPITALITY,Indian,,500,Nagavara Hennur,Indian,1
Cream & Fudge,"Ice Cream, Desserts, Beverages, Bakery",,250,Nagavara Hennur,Ice Cream,4
Pavithra deluxe,"Chinese, North Indian, Biryani",,400,Nagavara Hennur,Chinese,3
FOOD PALACE,"Chinese, Indian",,400,Nagavara Hennur,Chinese,2
Dilli Angeethi,"Indian, Mughlai",,300,Nagavara Hennur,Indian,2
IYENGARS AMMAS PASTRIES,"Bakery, Desserts, Snacks",,200,Nagavara Hennur,Bakery,3
Domino's Pizza,Pizzas,3.9,400,Nagavara Hennur,Pizzas,1
La'Meze,"Chinese, South Indian, North Indian, Continental, Desserts, Fast Food, Beverages...",3.7,400,Nagavara Hennur,Chinese,7
The Twenty Handmade Chocolates,Desserts,,200,Nagavara Hennur,Desserts,1
Zainabs kitchen,"Biryani, Indian, Chinese",,300,Nagavara Hennur,Biryani,3
Southern Touch by G&C,"South Indian, Indian, Biryani",,250,Nagavara Hennur,South Indian,3
Andhra Biryanis,"Andhra, Biryani, Hyderabadi, Chinese, Tandoor",,480,Nagavara Hennur,Andhra,5
Hatti Kaapi - Coffee and more,"Beverages, South Indian, Fast Food, Snacks, Combo, Bakery",,100,Nagavara Hennur,Beverages,6
S V Amrutha Hotel,"South Indian, Biryani, North Indian, Chinese",,250,Nagavara Hennur,South Indian,4
SHIVI SAMOSA POINT,"Chinese, North Indian",3.8,130,Nagavara Hennur,Chinese,2
Moriz Restaurant,"North Indian, Chinese, Biryani, Seafood",3.2,400,Nagavara Hennur,North Indian,4
HEYA KITCHEN HOMEMADE,"Biryani, Kebabs",,800,Nagavara Hennur,Biryani,2
PVR Cafe,"Snacks, Fast Food, Beverages",,400,Nagavara Hennur,Snacks,3
A2B Veg,"South Indian, North Indian, Sweets, Chinese",,300,Nagavara Hennur,South Indian,4
The Hebbal Cafe - Courtyard by Marriott,"Indian, Continental",3.1,1000,Nagavara Hennur,Indian,2
The Dessert Corner,"Bakery, Desserts",,200,Nagavara Hennur,Bakery,2
Sri Krishna Upahara,South Indian,,60,Nagavara Hennur,South Indian,1
BILAL SWEETS,"Sweets, Snacks",,100,Nagavara Hennur,Sweets,2
BHOJYA KITCHEN,"Snacks, Chaat, Chinese",,250,Nagavara Hennur,Snacks,3
Garlic & Cloves,"Indian, Tandoor, Biryani, South Indian, North Indian, Mughlai",3.9,500,Nagavara Hennur,Indian,6
Kerala & North Indian Mess,"North Indian, South Indian",,130,Nagavara Hennur,North Indian,2
Smoothies Secrets,"Desserts, Ice Cream, Beverages, Juices",,250,Nagavara Hennur,Desserts,4
SRI GANESH SATKARA,"North Indian, Chinese, Beverages",,150,Nagavara Hennur,North Indian,3
Khuska Kabab,"Snacks, Biryani, Chinese",,300,Nagavara Hennur,Snacks,3
Ocean cake,Desserts,,200,Nagavara Hennur,Desserts,1
Polar bear,Ice Cream,,350,Nagavara Hennur,Ice Cream,1
Coffee Mechanics,"American, Bakery, British, Beverages, Continental, Desserts, European, Healthy F...",,400,Nagavara Hennur,American,8
McDonald's,"Burgers, Beverages, Cafe, Desserts",,400,Nagavara Hennur,Burgers,4
Chaatimes,"Chaat, Beverages",,150,Nagavara Hennur,Chaat,2
RCS Kitchen,"Biryani, Kebabs, American",,250,Nagavara Hennur,Biryani,3
Narayana Pastries,"Indian, Bakery",,500,Nagavara Hennur,Indian,2
Lazeez Chicken Club,"Biryani, Indian, Chinese",,200,Nagavara Hennur,Biryani,3
HOTAL KAKATHIYA,South Indian,,200,Nagavara Hennur,South Indian,1
Rakal kitchen,"Biryani, Snacks",,400,Nagavara Hennur,Biryani,2
NEW ROYAL HOTEL,"Biryani, Snacks",,200,Nagavara Hennur,Biryani,2
Only Millets,South Indian,,150,Nagavara Hennur,South Indian,1
BBC Chinese Kitchen,Chinese,,200,Nagavara Hennur,Chinese,1
Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",,160,Nagavara Hennur,North Indian,7
Iceberg Organic Icecreams,Ice Cream,,200,Nagavara Hennur,Ice Cream,1
BANGARPET CHATS,"Street Food, Snacks",3.5,80,Nagavara Hennur,Street Food,2
Great Indian Khichdi by EatFit,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, Sou...",,200,Nagavara Hennur,Home Food,8
Vaman's Rasoi,"North Indian, Snacks",,120,Nagavara Hennur,North Indian,2
The House of the Momoz,Chinese,,150,Nagavara Hennur,Chinese,1
DONNE BIRYANI AN MORE @89,Biryani,,100,Nagavara Hennur,Biryani,1
Hungry Belly,"Biryani, Chinese, North Indian",,150,Nagavara Hennur,Biryani,3
Daily Chicken,Chinese,,200,Nagavara Hennur,Chinese,1
Chung Wah,"Chinese, Pan-Asian, Vietnamese, Malaysian, Singaporean, Thai",,600,Nagavara Hennur,Chinese,6
Madras Cafe,"South Indian, Chinese",,300,Nagavara Hennur,South Indian,2
HAPPINESS DHABHA,"Indian, Chinese",,400,Nagavara Hennur,Indian,2
Snacksville,"Snacks, Chinese, Pastas",,350,Nagavara Hennur,Snacks,3
Mahanthi's,North Indian,,300,Nagavara Hennur,North Indian,1
Ahmediya Lazeez Kabab,Arabian,,180,Nagavara Hennur,Arabian,1
Pastas By Pizza Hut,"Pastas, Pizzas, Italian, Fast Food, Beverages",,300,Nagavara Hennur,Pastas,5
Bombay Kulfis,"Desserts, Ice Cream",,100,Nagavara Hennur,Desserts,2
Woodpegger bar and kitchen,"Chinese, North Indian, Indian",,750,Nagavara Hennur,Chinese,3
Jai bhavani dhaba,North Indian,,300,Nagavara Hennur,North Indian,1
Pot Biryani,"North Indian, Biryani, Andhra, Hyderabadi",3.9,300,Nagavara Hennur,North Indian,4
De Grand Restaurant,"Indian, Chinese, Tandoor, Arabian",3.8,300,Nagavara Hennur,Indian,4
Om Sai Ram Food Junction,"North Indian, Chinese",,10,Nagavara Hennur,North Indian,2
Fins and feathers,Seafood,,180,Nagavara Hennur,Seafood,1
ZOYA KABAB CENTER,"Snacks, Combo",,200,Nagavara Hennur,Snacks,2
BZS CATERERS,"Biryani, Chinese, Snacks",,300,Nagavara Hennur,Biryani,3
Durga Shree Samruddhi Grand,"South Indian, Chinese, North Indian, Tandoor, Chaat, Beverages, Desserts",,200,Nagavara Hennur,South Indian,7
Bhagini Residency,"Andhra, North Indian",,385,Nagavara Hennur,Andhra,2
Kitchen King,"Chinese, North Indian, Continental, Mexican, Andhra, Mughlai, Hyderabadi",,300,Nagavara Hennur,Chinese,7
Arusuvaikalrestaurant,"Indian, Chinese",,200,Nagavara Hennur,Indian,2
Go Naati,North Indian,,300,Nagavara Hennur,North Indian,1
MAS AL LAZEEZ RESTAURANT,"Biryani, Combo, Chinese",,450,Nagavara Hennur,Biryani,3
Donne Biriyani Corner,"Biryani, Kebabs",,200,Nagavara Hennur,Biryani,2
Crispy Rolls,"South Indian, Kerala",,300,Nagavara Hennur,South Indian,2
KUTTANADAN HOTEL,Indian,,200,Nagavara Hennur,Indian,1
PS Mistikatha,"Chaat, Sweets, Desserts",,200,Nagavara Hennur,Chaat,3
The Coorg Food Co.,South Indian,,750,Nagavara Hennur,South Indian,1
Punjabi Chulha,North Indian,,150,Nagavara Hennur,North Indian,1
Razakhiya Hotel,"North Indian, Indian",,300,Nagavara Hennur,North Indian,2
BHARTIYA JALPAN,"North Indian, Sweets, Desserts, Chaat",,450,Nagavara Hennur,North Indian,4
Madurai Meenakshi Bhavan,"South Indian, Chinese",,200,Nagavara Hennur,South Indian,2
McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",,600,Nagavara Hennur,Burgers,4
Tarbouche Cafe,"Turkish, Arabian",,350,Nagavara Hennur,Turkish,2
Zwarma - The Shawarma Makers,Lebanese,,200,Nagavara Hennur,Lebanese,1
AMBUR FIVE STAR DUM BIRIYANI,"Biryani, Kebabs",,200,Nagavara Hennur,Biryani,2
Shawarma Joint,"Arabian, Fast Food",,200,Nagavara Hennur,Arabian,2
Taco Bell,Mexican,,300,Nagavara Hennur,Mexican,1
Sri Sai 99 Variety Dosa,"Fast Food, North Indian, South Indian",,100,Nagavara Hennur,Fast Food,3
PADMA RESTAURANT,Indian,,200,Nagavara Hennur,Indian,1
Istah Shawarma,"Arabian, Lebanese, Snacks, Beverages",,250,Nagavara Hennur,Arabian,4
Good Food,"Bengali, Biryani, Continental, Tandoor, North Indian, Chinese",3.8,300,Nagavara Hennur,Bengali,6
Hotel Prashanth,"North Indian, Mughlai, Biryani, Snacks",,300,Nagavara Hennur,North Indian,4
Ghar Ka Swaad,Sweets,,198,Nagavara Hennur,Sweets,1
Aaradhana Kitchens,"North Indian, South Indian",,300,Nagavara Hennur,North Indian,2
Fish On Wheelz,Seafood,,300,Nagavara Hennur,Seafood,1
Just Protein,Chinese,,300,Nagavara Hennur,Chinese,1
The French Cafe,"Italian, Chinese",,300,Nagavara Hennur,Italian,2
Waffle Dreams,"Waffle, Beverages",,200,Nagavara Hennur,Waffle,2
THE BLUE BAWARCHI RESTAURANT(ODIA & BENGALI FOOD),"Chinese, North Indian, Bengali, Oriya, Biryani",3.3,200,Nagavara Hennur,Chinese,5
EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani",,270,Nagavara Hennur,Healthy Food,5
Madina Hotel,Biryani,,300,Nagavara Hennur,Biryani,1
JUICE DAY(MANYATA),"Juices, Beverages",,200,Nagavara Hennur,Juices,2
Awesome Biryani,"Indian, Biryani",,400,Nagavara Hennur,Indian,2
BHAI JAAN'S,"North Indian, Chinese, Arabian, Snacks, Ice Cream, Beverages",,250,Nagavara Hennur,North Indian,6
BASAVESHWARA KHANAVALI,"Indian, Sweets",,200,Nagavara Hennur,Indian,2
Chef Bakers,"Bakery, Beverages",,200,Nagavara Hennur,Bakery,2
Ibaco,Desserts,,800,Nagavara Hennur,Desserts,1
Shivam Dhaba,"Chinese, North Indian, Combo, Thalis, Sweets",3.6,300,Nagavara Hennur,Chinese,5
Apsara Ice Creams,"Ice Cream, Desserts",,150,Nagavara Hennur,Ice Cream,2
SK HOME DELIGHTS,"Biryani, South Indian",,200,Nagavara Hennur,Biryani,2
RUTHVIK KATI ROLL,Fast Food,,75,Nagavara Hennur,Fast Food,1
Jai Bhavani Hotel,"Chinese, North Indian",,250,Nagavara Hennur,Chinese,2
Kolkata Famous Kati Roll,Street Food,3.4,150,Nagavara Hennur,Street Food,1
Royal Darbar Family Restaurant ,"Biryani, North Indian, Chinese, Malaysian, Tandoor",,250,Nagavara Hennur,Biryani,5
Udupi Thindies,South Indian,3.8,100,Nagavara Hennur,South Indian,1
Amma's Pastries,"Bakery, Desserts",,350,Nagavara Hennur,Bakery,2
phalamrutha ice cream parlour,"Ice Cream, Beverages",,150,Nagavara Hennur,Ice Cream,2
Baohood,"Chinese, Pan-Asian, Asian, Oriental, Fast Food, Juices, Healthy Food",,300,Nagavara Hennur,Chinese,7
SGS NON VEG GUNDU PALAV,"Biryani, Indian",,300,Nagavara Hennur,Biryani,2
North Indian Bhukkads -NIB,"North Indian, Indian, Punjabi, Street Food, Desserts, Chinese, Snacks, Chaat, Bi...",3.9,400,Nagavara Hennur,North Indian,9
8055 cafe,"Fast Food, Juices, Beverages",,200,Nagavara Hennur,Fast Food,3
SWEET INDIA,"Sweets, Indian",,250,Nagavara Hennur,Sweets,2
NEPALI MOMOS,"Nepalese, Chinese",,200,Nagavara Hennur,Nepalese,2
Dil Tiffins,"South Indian, Street Food, Desserts, Beverages, Healthy Food, Home Food, Indian,...",,300,Nagavara Hennur,South Indian,8
Biriyani Zone,"Biryani, Andhra, South Indian",,400,Nagavara Hennur,Biryani,3
L.F. Poultry,"Biryani, Kebabs",,200,Nagavara Hennur,Biryani,2
Cafe Coffee Day,"Beverages, Snacks, Desserts",,300,Nagavara Hennur,Beverages,3
Alter Ego D'Deli,"Pizzas, American, Continental, Italian, Beverages, Pastas, Bakery, Desserts, Eur...",,590,Nagavara Hennur,Pizzas,9
Chaayos Chai+Snacks=Relax,"Bakery, Beverages, Chaat, Desserts, Fast Food, Home Food, Italian, Maharashtrian...",,250,Nagavara Hennur,Bakery,8
Madurai Jil Jil Jigarthanda,Beverages,,100,Nagavara Hennur,Beverages,1
Roti Express,"Healthy Food, South Indian",,200,Nagavara Hennur,Healthy Food,2
Goila Butter Chicken,"North Indian, Mughlai, Biryani, Indian",,600,Nagavara Hennur,North Indian,4
SHAADI KI BIRYANI,Indian,3.8,250,Nagavara Hennur,Indian,1
VISHNU JUICE JUNCTION,"Juices, Beverages, Snacks, Salads, Ice Cream",,100,Nagavara Hennur,Juices,5
SRI HASSANAMBA CHATS CENTER,Chaat,,100,Nagavara Hennur,Chaat,1
Cupcake Noggins - Vintage Patisserie,"Desserts, Bakery, Beverages, Snacks",3.8,200,Nagavara Hennur,Desserts,4
Potteery Nine Cafe,"Indian, North Indian, Punjabi",,1000,Nagavara Hennur,Indian,3
Aubree,"Desserts, Bakery",,700,Nagavara Hennur,Desserts,2
SAMEER BHAI,"Biryani, Kebabs, Snacks",,200,Nagavara Hennur,Biryani,3
Aroma's Hyderabad House,"Andhra, Biryani, Mughlai, South Indian",,703,Nagavara Hennur,Andhra,4
FIVE STAR CHICKEN (GOVINDAPURA),Indian,,300,Nagavara Hennur,Indian,1
Paris Waffle Co.,"Desserts, Snacks, Bakery, Beverages",,300,Nagavara Hennur,Desserts,4
MAS KITCHEN,"Indian, Chinese",,300,Nagavara Hennur,Indian,2
JDJ BIRIYANI CORNER,"Biryani, Combo, Indian",,200,Nagavara Hennur,Biryani,3
Baskin Robbins,Desserts,,150,Nagavara Hennur,Desserts,1
Millet Express,"Healthy Food, South Indian",,200,Nagavara Hennur,Healthy Food,2
THE MOMS PLACE,"Biryani, Chinese, Combo",,250,Nagavara Hennur,Biryani,3
N.Razakhiya Hotel,"North Indian, Chinese, Tandoor, Sweets, Beverages",3.9,300,Nagavara Hennur,North Indian,5
KULFI AND MORE,"Desserts, Chaat",,200,Nagavara Hennur,Desserts,2
KFC,"American, Snacks, Biryani",3.5,400,Nagavara Hennur,American,3
Home like kitchen,"Indian, Chinese, Biryani, Combo",,100,Nagavara Hennur,Indian,4
Dunkin Donuts,"Beverages, Fast Food, Desserts",,250,Nagavara Hennur,Beverages,3
Roti Curried,"Indian, Combo",,300,Nagavara Hennur,Indian,2
THE TASTE OF NORTH,North Indian,3.3,300,Nagavara Hennur,North Indian,1
ROYAL HOTEL,"Indian, Chinese",,250,Nagavara Hennur,Indian,2
Coastline Chettinad Cuisine,"South Indian, Snacks, Biryani, Desserts",,300,Nagavara Hennur,South Indian,4
Fuzion Plate,"Chinese, South Indian, Pizzas, Pastas, Beverages",,400,Nagavara Hennur,Chinese,5
CakeZone,"Desserts, Bakery",,200,Nagavara Hennur,Desserts,2
Biryani By Kilo,"Biryani, Hyderabadi, Lucknowi, Kebabs, Mughlai, North Indian, Desserts, Beverage...",3.6,500,Nagavara Hennur,Biryani,8
Indori Namkeen,Snacks,,100,Nagavara Hennur,Snacks,1
Madrasi paya house,"South Indian, Indian",,250,Nagavara Hennur,South Indian,2
new lassi shop,Beverages,,200,Nagavara Hennur,Beverages,1
The Baker's Dozen,"Bakery, Desserts, Juices, Beverages, Snacks",,300,Nagavara Hennur,Bakery,5
Five Star Chicken,Fast Food,,150,Nagavara Hennur,Fast Food,1
Suguna Hotel,"South Indian, Chinese",,250,Nagavara Hennur,South Indian,2
CAKE JUNCTION,"Bakery, Desserts",3.4,300,Nagavara Hennur,Bakery,2
DVG Benne Dosa,South Indian,3.1,100,Nagavara Hennur,South Indian,1
Al biryani s an Kabab s,Biryani,,199,Nagavara Hennur,Biryani,1
Biryani Street,Indian,,199,Nagavara Hennur,Indian,1
JUST BAKE,Bakery,,300,Nagavara Hennur,Bakery,1
BBQ Party,"Barbecue, Continental",,250,Nagavara Hennur,Barbecue,2
SRI NANDINI BIRIYANIS,"Biryani, Chinese, North Indian",,400,Nagavara Hennur,Biryani,3
THE OLIVE CAFE,"Indian, Biryani",,400,Nagavara Hennur,Indian,2
Lassi Shop,"Desserts, Beverages, Ice Cream, Juices, Snacks",,99,Nagavara Hennur,Desserts,5
Hotel Bahubali,North Indian,,250,Nagavara Hennur,North Indian,1
Punjabi Dhaba,North Indian,3.0,250,Nagavara Hennur,North Indian,1
homely,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",,200,Nagavara Hennur,Home Food,6
Sri Ganesh Juice Center,Fast Food,3.8,100,Nagavara Hennur,Fast Food,1
NEW AL-KHAIR HOTEL,"Indian, Biryani",,200,Nagavara Hennur,Indian,2
Mama's Restaurant,"Chinese, North Indian",,500,Nagavara Hennur,Chinese,2
New taste - The Flavours of Far East,"Pan-Asian, Chinese, Thai, Oriental",,350,Nagavara Hennur,Pan-Asian,4
MANDI HOUSE,"Biryani, Kebabs, Snacks",,200,Nagavara Hennur,Biryani,3
P.S.99 VARIETY DOSA AND PAV BAJJI,South Indian,3.7,200,Nagavara Hennur,South Indian,1
ZAINS BIRYANI DARBAR,"Biryani, North Indian",,300,Nagavara Hennur,Biryani,2
Ravi s Dessert House,"Desserts, Bakery, Beverages",,200,Nagavara Hennur,Desserts,3
EAT And BEAT KITCHEN,Indian,,250,Nagavara Hennur,Indian,1
Al Bek,"Arabian, Tandoor, Biryani",3.6,600,Nagavara Hennur,Arabian,3
Kuttanadu Restaurant,"Kerala, Chinese",,347,Nagavara Hennur,Kerala,2
PARATHA CLUB,"North Indian, Chinese",3.6,300,Nagavara Hennur,North Indian,2
FURSAT,"North Indian, Chinese, Snacks",,200,Nagavara Hennur,North Indian,3
Food junction,"Indian, Snacks",,90,Nagavara Hennur,Indian,2
Atharv food corner,Chinese,,220,Nagavara Hennur,Chinese,1
WOW BIRYANI,"Biryani, Kebabs, Snacks",,200,Nagavara Hennur,Biryani,3
Finos - Koncept Kitchen,"Indian, American, Italian",,250,Nagavara Hennur,Indian,3
Burger King,American,,350,Nagavara Hennur,American,1
Phoenix In Your Town,"Snacks, Chaat, Beverages",,150,Nagavara Hennur,Snacks,3
Mr. Chef,"Indian, Fast Food",,150,Nagavara Hennur,Indian,2
SRI DEVI GRAND,"South Indian, Chinese, Sweets",,400,Nagavara Hennur,South Indian,3
Breakfast Express,"Continental, North Indian, South Indian, Bakery, European, Beverages, Indian, Sn...",,200,Nagavara Hennur,Continental,8
Biryani Paradise,Biryani,3.9,250,Nagavara Hennur,Biryani,1
Pizza Boo,Pizzas,,500,Nagavara Hennur,Pizzas,1
Aligarh House,"Biryani, Mughlai, Kebabs, North Indian, Desserts, Beverages, Combo",3.8,270,Nagavara Hennur,Biryani,7
Nawabi Dum Biryani,"Biryani, North Indian, Andhra, Chinese",,250,Nagavara Hennur,Biryani,4
